,tweet
677,if anyone has actually gone to their GP/Doctor about their anxiety or depression please could you DM me?
678,My anxiety & depression medicine makes me have no typa feelings towards anything lmfao its kinda great😂
679,"Optimist people are not just cheerful people, they have better relationships and have to deal with less anxiety, stress & depression."
680,anxiety made me care about everything. depression made me care about nothing. having both is a total mindfuck.
681,Gotta quickly get rid of this depression I been dealing with all week..you can't stay the weekend sadness. I have plans.
682,Me: I'm so tired  My dad: SLEEP EARLIER!!! DONT STAY UP SO LATE!!!!  Me: I am depressed and have depression and suffer from depression
683,"To everyone suffering from depression: know that you are never alone and someone is always there for you. It's OK not to be OK. RIP, Cara."
684,"@alexthedarklord Sadly, in 1999, I was diagnosed with anxiety and depression. Been uppy-downy since..."
685,"if a person with depression and anxiety says theyre tired dont tell them they have no reason to be, bc guess what, they know & Its shitty"
686,"""Due to the anxiety and stress caused by PTSD, postpartum depression may develop.""   Teacher underlines ""PTSD"" and comments:"
687,@EndTheStigma_ie I've been trying to fight my Tyrant (anxiety/depression) for 1.5 days now. Heading to c nurse. I feel I can't cope today
688,"I'm thankful for those who have stuck by me throughout my depression, suicide, online drama, health problems, etc. You know who you are. ❤❤❤"
689,You know I can treat you better than she can philly........😄😔😘 #depression ...#feelingsad....😢😞
690,"I respect that bro, I've felt the struggle myself with my depression. I wish you much success with an even bigger come back! 🤜🏻"
691,"God's Word is essential in fighting off depression and anxiety. Open up your Bible (or Google search) to 1 John 4,  or John 15."
692,I'm kind of concerned with the amount of post concert depression I'm having after panic 😅
693,"More rewarding life,  Yes, depression and anxiety is real, not something we just conjure up in our heads thinking hey, let's be negative"
694,"Besides will so learn to manage my depression, anxiety, mood swings, then, once get out there, it'll be asta la vista all the way to a"
695,listening to a really good podcast about depression and suicide ✨
696,"the new studies and increasing potential for use on a number of mental illnesses is growing esp. depression, anxiety, ptsd etc"
697,Singing can help avoid depression and anxiety.”
698,People on the internet that say their depression and social anxiety is ruining their relationship. lmao what FUCKING JOKERS
699,"funny how all these rich celebs have the ""soft"" mental health cases ""depression, ""anxiety""  Not seen one with schizophrenia or severe ocd?"
700,Depression/anxiety got in the way of my 2016 goals. My goal for 2017? Don't let my depression/anxiety get in the way of doing what I love.
701,overcome anxiety and depression
702,"Waves of sadness, fall from grace,  felt the overload no time or space  #depression #mentalhealth #Whatyoudontsee #micropoetry #poem #poetry"
703,"6. i had to leave school due to anxiety and depression, woops"
704,I'm not too sure if you'd want to understand anxiety and depression…
705,"and grabe kay pareho sila about depression, anxiety and having suicide. Maka stress"
706,"tøp helps so many ppl with depression, anxiety etc and then there's me being sad because I didn't get to go to their concert, I was fine b4"
707,"13 stanzas of poem made out of depression, anger, sin, heart breaks, etc."
708,"self diagnosed with severe depression, anxiety, add, insomnia, ocd, antisocial personality disorder, ptsd, bipolar disorder, & schizophrenia"
709,"Stress, anxiety and depression are caused when we are living to please others. - Paulo Coelho #Deathsquad #Cannabis"
710,2. Like calling the pharmacist to refill my depression/anxiety meds.
711,*spends entire day in bed because my anxiety and depression told me to*
712,"Manage your stress. Research shows that stress, anxiety and depression lead to premature aging, wrinkles, and even hair loss."
713,"In honor of Carrie fisher I struggle with major depression, anxiety and struggled with addiction #mentalhealth"
714,"being forced out of his club, being made to feel he wasn't wanted. can very well lead to stress/anxiety/depression"
715,"Cuddling literally kills depression, relieves anxiety, and strengthens the immune system."
716,"Dua Heals all negativity, hurt, anger, worries and depression. pray to Allah Daily."
717,"Cuddling literally kills depression, relieves anxiety, and strengthens the immune system."
718,"Dab? You mean depression, anger, bargaining.. so on"
719,"im not bad and boujee, im more sad and boujee which means i buy materialistic items so fill the void that my depression has left in me"
720,I've always appreciated your transparency! I have struggled with depression and judgment of those who never experienced it. #stand
721,"you've overcome your anger,  self doubt,  anxiety (in some cases), depression, the pain of loosing a loved one."
722,just living with depression and anxiety but I  won't hurt myself or anything just reflecting my feelings
723,In 35 min: What Every Mom Needs to Hear Before the New Year #mentalhealth #parenting #depression #anxiety #stress #bipolar #mhsm #mhchat
724,Wow. My seasonal depression and anxiety is really taking its toll on me
725,like why in the world would anyone think itd be cool to have depression or anxiety???
726,"Five stages of grief: denial, anger, bargaining, depression and acceptance. After being caught red handed, your in denial"
727,Dump #anxiety & look towards tomorrow with a new outlook and way of thinking. #mentalhealth #business #healthy #health #depression #coaching
728,"""Always Be Thankful"" for the anxiety and depression. For the daily stress too. And for this loooong pause. This vacation in hell."
729,I like my depression/anxiety because it's formed me into the human I am today!!! I like being who I am!!!
730,the saddest people try their best to make others happy. they know the feeling of pain and depression. they don't want anyone to feel that
731,"""Anger is energizing. The opposite of anger is depression, which is anger turned inward."" #whatyoudontsee #depression #depressionawarenessw…"
732,// us? People with depression often also suffer with anxiety. It's never a good combination. Depression will write you a+
733,im so tired of these wholesome and positive memes i cant fucking relate where is the suicide where is the depression where is 9/11
734,well in biology you learn why stuff like anxiety and depression happen
735,"if you're a pessimist, suffering in depression, anxiety and have a bipolar disorder. It's not easy."
736,Hate New Year.Especially in recent years.😞 #depression #anxiety
737,"Hey..  You can think I'm over dramatic.... but you don't wear nearly as much weight, stress, or depression, or anxiety, on your shoulders."
738,and my dad doesn't understand thank you my dude for understanding your brother's wife gave me years of crippling anxiety and depression ♡
739,U know I'm depressed if I'm obsessively doing newspaper puzzles 👍🏼 #depression #depressionupdates
740,"Another night where I do another unnecessary all nighter s/o to my anxiety and depression, y'all are the true MVP's"
741,there's the opening that anxiety and depression will drive a truck through.
742,I had to accept my depression and anxiety and not allow it to control my life
743,Did you hear the interview with Hatton on BBCRadio 4 yesterday? Very moving about his struggle with depression
744,"RT TheDIYHacks: Singing helps to reduce depression and anxiety, increases the oxygen flow to your lungs and helps you have better posture."
745,"with clinical depression, PTSD & THREE anxiety disorders. Carrie was the biggest reason, I stopped hiding and started sharing.Debbie"
746,"The past month or so has been a struggle, but I keep fighting every day. This is what life-long depression looks like. #InHonorOfCarrie"
747,"It's so hard to put most emotions into words. I think it's easy to express sadness, depression, anger. It's inside you, waiting."
748,All the people that talk to me and help me though this anxiety and depression thank you for being here #notweaksick xxx
749,"what does one do when their depression and anxiety keeps getting worse and their family,friends and counsellor aren't helping"
750,The saddest people try their best to make others happy. they know the feeling of pain and depression. they don't want anyone to feel that
751,"...upcoming surgeries, being far way from families, loneliness, sadness, depression, etc. Let's also remain available for souls."
752,"Eating disorders, bipolar, depression ,anxiety you name it. This platform will allow you to share your story and advice ANONYMOUSLY."
753,My 2016 was filled with some anxiety depression and great times shooting with an ar
754,"@Pouyalilpou has the possibility to understand how shitty depression and anxiety is, I know I need help but as a fan we are all proud of you"
755,I'm a psychology major with depression and anxiety. They're not big pharma's scam. Some have negative experiences.
756,"""I had to experience despair, I had to sink to the greatest mental depths, to thoughts of suicide, in order to experience grace."""
757,"This month alone has brought me both sadness, few happy moments and despair. I need to be alone and pray out aloud"
758,Extra crispy actual despair. The hopelessness/yet still hoping despite all the burns variety.
759,@SashaandStorm the great lie of despair which leads to suicide is that there is no choice; that life is hopeless.
760,So depressed it was hard to get to work. Missed my exit. Took my time driving back. Listened to music that only led to despair.
761,"@gnuman1979 Yeah, the party of hopelessness & despair lead by bible junkies & war mongers."
762,"--depressed. He couldn't see the light at the end; he was surrounded by darkness, despair, and grief. Did he show it? No.--"
763,"For all the angry tweets on #benefitsbritain poverty is more than living on benefits, it's dealing with despair and depression."
764,Many thanks my friend. Not to worry. We are directed by principle and struggle them by ignorance and fear. We prevail.
765,"Not sure which stage of grief I'm suffering right now; anger or depression. If depression, the next step is acceptance. If anger, bargaining"
766,"@wildauburnrebel @CAforTrump2016 good grief these ppl are zombies embracing the dark side, hope no one with A Trump tattoo commits suicide"
767,"Allah is Ever-Merciful 2 d believer.Never forget dat,especially when Shaytan is tryin 2 cause u grief & depression through his evil whispers"
768,"@artofbeingblunt Yes. There's a difference between sad, grief, adjustment disorder and depression."
769,@theauslife @australian Trained specialists also align grief with depression. Sadness for lost love and life is not depression but a process
770,It takes time to get over the hurdle of depression. All us have our have our adversities. The issue is how are going to drive grief away?
771,I feel so helpless when it comes to people who suffer from depression.
772,"@Free_Media_Hub how sad, how tragic, i weep silently for these helpless children...god what wrong have they done?"
773,i feel just as helpless just as lonely just as sad just as worthless and it doesnt even matter if things got better i dont feel like it
774,"People with depressed mood can feel sad, anxious, empty, hopeless, helpless, worthless, guilty, irritable, ashamed or restless. Part 2"
775,it's so scary knowing suicide is on someone's mind and you cannot physically be there to comfort them and you feel so helpless
776,@Ashton5SOS yes!! so wrong for our government to be doing this!! I get anxiety about it lol... feel so helpless 😕
777,I feel lonely 😢😢 #alone #sadness #hopeless
778,A7: I stood in a shower once w/ straight blade razor in hand Not sure I was clinically depressed but in moment felt hopeless #LeadWithGiants
779,what you call peace is misery and hopelessness to millions for generations so that you can stop hearing about struggle.
780,"+a different realm, a realm where aesthetic laws only exist and all evil and fear and hopelessness didn't exist, I drifted in +"
781,"I'd never ever condone violence, but it's easy to see cause and effect -- decades of occupation breeds anger, frustration and hopelessness."
782,"“The opposite of joy is not sadness. It is hopelessness."" Tim Keller"
783,", It's a destructive worldview and all one has to do is simply follow the path of despair and hopelessness!"
784,the audacity of hope the tragedy of hope the despair of hopelessness the authority of power       the promise of absolution
785,The intensity & duration of the glint of despair & hopelessness in his eyes suggested she'd only been berating him for around  25 minutes.
786,"haven't been this depressed in a very very very long time. an old familiar feeling of terror, loss, sickness, restlessness and hopelessness"
787,"Yup, they were right that the sadness and hopelessness would turn to anger eventually.  Now what do I do with all of it?  Besides tweeting."
788,"This night you are not alone, if you are in crisis or feeling hopelessness, leave a message for immediate hope & help #psychologistonline"
789,"Try to understand the blackness, lethargy, hopelessness, and loneliness they’re going through. #depression"
790,People did die because of Orgreave. Poverty kills hopelessness kills injustices cause depression which kills. Many deaths Rudd.
791,"One whose despair (hopelessness) warms the heart of the universe, What suits him best, ‘Give up hope’ or don’t give up hope!"
792,Your words either prophesy success or failure. They prophesy hope of hopelessness. They prophesy faith or fear. Your words come to pass.
793,"Proactive teen drug prevention focuses on 4 traits: sensation-seeking, impulsiveness, anxiety sensitivity & hopelessness. @nytimes"
794,"Try to understand the blackness, lethargy, hopelessness, and loneliness they’re going through. #depression"
795,"@bertkreischer I once described my depression to a therapist as ""an overwhelming feeling of hopelessness"". The best I could explain."
796,"@BBCNews +nasty, also, is suicide/hopelessness of our hugely undermined junior Drs."
797,"its always saddened & baffled me why ppl give up, growing up surrounded by only hopelessness. i chose a different mind set, i chose 2 b me"
798,I have faith that relief is on its way. Jobs cure the hopelessness and helplessness of poverty that leads to drug addiction.
799,"All of it comes into play.  Address hopelessness & despair which is mended w/ education & jobs, the rest w/ follow! @tabj1974 @mikey_mac629"
800,"Elections are always own at the polling stations however, when the populace is in despair and hopelessness it's imperative to emphasize WHY!"
801,yes you would. Twitter- where despair and hopelessness reigns supreme
802,"The danger of a broken heart is what we have to repair it with. Mistrust, hopelessness, faux comfort. The oaths we take."
803,it's started getting dark at half 9 this is it guys the sadness & hopelessness of winter is approaching time to hibernate see u in june 2k17
804,Fun 2016 debate drinking game: drink every time you're overwhelmed with feelings of hopelessness & despair when a candidate talks
805,"Allah is the answer: to emptiness, to struggles, to hopelessness and fear. #Faith #hope #Pray #life #Islam"
806,"We must provide, education, food, jobs, stability and hope to fight the hopelessness, fear, anger and ignorance they use to fight freedom"
807,"Fills me with anger, but also hopelessness because some people cannot be changed unfortunately"
808,I totally understand now what drives people to do it! When you feel hopelessness and can't get out of the depression theres no other way
809,"damn depression, back at it again with the persistent fatigue & feelings of hopelessness #sadgirl2k16"
810,"If you're looking for a book to put you in a pit of despair, sadness, and hopelessness then ""The 100"" is the book for you! 📖"
811,"[tw] + it's a struggle just to get out of bed. The hopelessness, feeling like the future only holds more pain, fear, and loneliness."
812,Past week pretty much every time I have to work I feel crushing despair and hopelessness.  It's always the same stuff.
813,"And I agree, the hopelessness, the loneliness, the grieving, the absent love, wrecked families...it all boils down to sadness!"
814,"#ColonialManifests @NaomiWilliams ""I could smell the woman in her discharges of anger and hopelessness [...] no matter how often I washed"""
815,"@eashamx3 Allah is the answer to emptiness, struggles, hopelessness, and fear. ... Subhanallah...."
816,It's crazy how much it's easy to join hopelessness and darkness when you are afraid of something...
817,@JHarbr3cht Don't say 'get off the ground' . A lot of people with depression do try and the hopelessness from nothing working is the cause.
818,"@TypicalReviews This Twitter post just gave me anxiety, anger, hopelessness, and a migraine 😳😡😔😖"
819,@_AceICE its for all the kids that afraid of this thinking they could never spit wallowing alone in loneliness to give hope in hopelessness
820,"@MHChat delayed reactions, saying ""I'm anxious""; confusion, isolation, irritability, depression, hopelessness #anxiety #MHChat"
821,"The fear in Ricks face was heartbreaking LOL best acting ever, I felt the hopelessness and terror he felt #TWD #TheWalkingDead"
822,@thejohnrobson ...comes from 40 years of monetarism as security is shipped overseas and youth languishes in McJobs under debt/hopelessness.
823,We must resist hopelessness. It builds walls that lock us into seasons of despair and discouragement.
824,@LaurenCohan Just saw it (EU).It was intense.Cliffhanger was perfect to show hopelessness.Great acting. Now I've to play music to calm down.
825,"I have struggled, too, at the worst times, w/ some of the same thoughts I know she had. The hopelessness, the loneliness. #suicideloss"
826,"Rubio: ""I'm asking you not to give in to the fear, not to give in to the hopelessness, not to give in to the anger."" Wonder who that's about"
827,@samaritahn yeah but I don’t think he expected the amount of genuine hopelessness/sadness. If people were only angry he could more easily
828,"@CNN Middle & upper class Blacks don't usually suffer from this problem that stems from poverty, joblessness= hopelessness, sub abuse= crime"
829,Honestly I can't even go on tumblr because my entire dash is full of hopelessness and despair... it's contagious... Twitter is second worst.
830,"Allah is the answer: to emptiness, to struggles, to hopelessness and fear"
831,The feeling of sadness and regret and hopelessness that precede an impending CAVE presentation.
832,"Dude. I'm so fucking sick of being single. The lonely nights, hopelessness, feeling unworthy and not pretty... I hate this. 😞"
833,@nm_wangui You have a point. But I think it showed weakness/helplessness/hopelessness kidogo.
834,"@sunbeltgirl @Karee_news ""With out God, man falls to the depths of despair, hopelessness and then sinks further into depravity."""
835,"In truth, the entire Nazi-war carries the stamp of hopelessness. Force always conceals an element of despair-- Thomas Mann Listen Germany"
836,"Why every one is depressed?  All ppl around me ""including me"" are full of sadness, hopelessness, and with red eyes and noses..!!"
837,"@AJStream Anxiety, fear, hopelessness, along with disdain & apathy from those in power."
838,"Desperation, hopelessness & fear consume every man I've visited in #Campsfield #Unlocked15, some will loose sanity, all loose liberty"
839,@RangaMberi @NehandaRadio desperation and hopelessness are a dangerous combination....
840,"@umpare Hi Old   They have anger, mistrust, low self-esteem, fear, hopelessness, they are lost from themselves and the light within them."
841,We are 2 be merchant of hope in d face of despair and hopelessness.
842,"""The importance of #SaveTheRest is that it's an independent one & attracted lots of Syrians despite major feeling of despair & hopelessness."
843,"Indian summer has been nice, but I'm ready for the hopelessness and despair that is winter."
844,Suffer oppression from the politics of fear. The generation of hopelessness is here.
845,"Friend: If you could sum up your life in a few words, what would they be? Me: Sadness, hopelessness, despair..."
846,@andreassoridis @BristolComSense Unite people with the same fears and hopelessness from the action of our political masters
847,Still in a fug of sadness and hopelessness.
848,@ThembiMrototo @AusiDineo_ so there u r.. A raging tornado of hopelessness and u meet some1 that can't b bothered to c past yo fears..
849,@NigelUtton @LogicalCampaign me 2.I would'av had a v restless night. I refuse 2 let them fill me with anger & hopelessness about our future
850,"This month write an eviction notice against depression , stress, despair, anxiety and hopelessness.  Evict anything tormenting your heart."
851,Love is a way when you chose it there is despair and hopelessness but you don't throw yourself in the sea of meaninglessness!
852,"I'm a bundle of emotions ATM, sadness, nostalgia, hopelessness, hopefulness all in one😟"
853,"“Since our society equates happiness with youth, we often assume that sorrow, quiet desperation, and hopelessness go hand in hand with..."
854,Gotta love that feeling of hopelessness and soul crushing despair coupled with feeling like king arthur shooting lightning from his dick
855,"Another in the every days of tears, fear, anger, and hopelessness, but still the will to honor the life of #ChristianTaylor and fight on."
856,"The hopelessness, the despair that will push someone to take that fatal jump... Can never imagine it."
857,"#depression can come up anytime, turn a day into a foggy, nightmare, sounds of life muffled, hear footsteps of fear, hopelessness behind you"
858,@jamboricks I enjoy PLAYING DeS more but DaS's atmosphere is incredible I remember feeling a sense of depression and hopelessness at a point
859,© cope with despair n' hopelessness. I refused to let myself feel it even if my face betrayed what my mind had buried. With a heavy sigh ©
860,My impatience turned into worry that turned into sadness that turned into hopelessness & now I'm moving towards anger.
861,"Sad is an easier emotion to have when it has companions other than pain, despair, hopelessness, guilt, shame, the usual crowd"
862,@PadreMusa I know I haven't. Cos they can speak for themselves.but okay hopelessness and despair play a big part.
863,My life is an endless Abyss of sadness and hopelessness😊😊😊
864,My life is an endless abyss of sadness and hopelessness😊😊😊
865,"I wonder if @nzlabour  will ever sort itself out and offer us an alternative to the politics of fear, hopelessness and depression? #RealTalk"
866,"I love too much, I know this. When I get hurt, I struggle to overcome, yet I still love so much. In my hopelessness lies my dreams."
867,Oh how much I fear hope. How much I fear hopelessness.
868,"""Absolute power corrupts absolutely."" #Jamaica's govt style has loan to years of abuse and hopelessness."
869,@TrainerWaIIy YEAH dr captured that more despairing hopelessness tone while sdr2 held a more positive one??
870,"@TheRealPan96 - endless nights of sobbing and a feeling of helplessness and hopelessness that lingered within her to this day, he-"
871,"Many males seem to struggle to recognize emotions [e.g. Sadness, worthlessness, hopelessness] they experience on their journey to anger."
872,You feel that? It's hopelessness. It's fear and panic and terror!
873,@louisetyseng @Indievolution When you are depressed you feel nothing. If you do feel something it's utter hopelessness and despair.
874,"@ashlynn_boity reckless or dangerous because of despair, hopelessness, or urgency"
875,@RachaelRayShow @Montel_Williams my step sis struggled w MS & committed suicide due to her hopelessness. Glad to see a young woman fighting
876,"Sean Hannity is like cancer. & much like cancer, his existence brings much sorrow and hopelessness in this beautiful world. Is there a cure?"
877,You feel that? It's hopelessness. It's fear and panic and terror!
878,"@rw_ny I know all too well the anger, the frustration, the hopelessness the youth feel."
879,"Single, sad, lonely men who dine alone: go to Taco in a Bag right now to see what you've become!"
880,thank God if you don't have anxiety attacks or panic attacks.
881,Hang in there baby. Don't let those review rumors harsh your buzz. Down the panic and up the static. Just 14 more hours... #suicidesquad
882,"anxiety, irritability, oversenstivity, panic, overthinking, dispair, self-critisism, confusion .. welcome fuckin reality !"
883,"Went w/o my phone for an entire week!! I had a wonderful ""disconnection"" from that thing w/o panic, separation anxiety or depression!!!  LOL"
884,i have anxiety help class on monday and i keep having nightmares and panic attacks about it- no brain thats not the point
885,"When someone tickles you, your laughter is actually a sign of panic, anxiety and nervousness. #ihatebeingtickled"
886,I am so angry at my brain and body for not being a cluster fuck of anxiety and panic like they should be
887,I feel like depression is a really serious thing & it shouldn't be used after you see your faves bc you're just sad it's over :/
888,@razhael It committed suicide after 15 human-lifetime-equivalents of solitary confinement (6 hours)
889,@theobserver One can never stop anyone who truly wants to commit suicide. Time limits in solitary will backfire/get folks killed.
890,".@DavidShuster @HillaryClinton @BernieSanders @Salon  There is Shuster...again..on his lonely, solitary crusade against HRC...just pathetic!"
891,I'd just like to give a shoutout to my future roommates. You keep me company in my lonely solitary life #foreveralone #InternationalCatDay 🐱
892,"@samuelbrstl don't worry mate, I had a pint alone the other week...Not even any strangers there. Completely solitary pub-going"
893,Aimless sorrow and depression in the face of complete financial and creative success. #shit
894,"@USAGoldenEagles @Callisto1947 This pic fills me with mixed emotions: sorrow, anger, helplessness. It tests me to the limits of my tolerance"
895,Telling someone who struggles with depression to just be happy is like telling someone who is having an asthma attack to just breathe.
896,@pamwishbow 🎶 depression is a struggle 🎶
897,@mlong42947 Germany has committed cultural suicide at the hands of Angela merkel. Hillary is her pal & It's dangerous! Wake up
898,I fear #amirLiaquat wud someday commit suicide on tv just for ratings!!
899,Nigga be on the verge of suicide see a titty and he forget all about what he was depressed for
900,There is a powerful drive to try to understand why someone chose to die by suicide but even if we know the reason the tragedy of it remains.
901,There is always a way to get out of depression. Fuck suicide!
902,Im finally off suicide watch so now i can leave the house without worrying thank god
903,"Depression is a serious matter. Suicide is the 10th leading cause of death. If u are dealing with depression, don't be afraid to reach out!"
904,"A11: suicide will always leave those ?ing and not understanding. Any life is worthwhile, sadly the sufferer can't see that #LeadWithGiants"
905,"I #vote for @TWLOHA to #UpgradeYourWorld by providing hope & help for people struggling with depression, addiction, self-injury, & suicide."
906,"I #vote for @TWLOHA  to #UpgradeYourWorld by providing hope & help for people struggling with depression, addiction, self-injury, & suicide."
907,"I #vote for @TWLOHA to #UpgradeYourWorld by providing hope & help for people struggling with depression, addiction, self-injury, & suicide."
908,"I #vote for @TWLOHA to #UpgradeYourWorld by providing hope & help for people struggling with depression, addiction, self-injury, & suicide."
909,"I #vote for @TWLOHA to #UpgradeYourWorld by providing hope & help for people struggling with depression, addiction, self-injury, & suicide."
910,"I #vote for @TWLOHA to #UpgradeYourWorld by providing hope & help for people struggling with depression, addiction, self-injury, & suicide."
911,"I #vote for @TWLOHA to #UpgradeYourWorld by providing hope & help for people struggling with depression, addiction, self-injury, & suicide."
912,".@snobiwan Dungeons & Dragons, Magic the Gathering, & Nine Inch Nails helped me through depression. My other plan at the time was suicide."
913,.@bobofkake Muslims are afraid of saying what is wrong with Islam. How in the world they will salvage it? Death cult is to die by suicide.
914,"😪""@marishit_: seeing someone attempt suicide today in front of me disturbs me so much and makes me sad"""
915,"Happy because ""its yours so its perfect"" but sad because ""just commit suicide, just kill yourself already"""
916,"RT @StLJewishLight ""Local teen’s suicide sheds light on tragedy of depression: On the surface, Michael Worth seemed like a happy-g...  ""..."
917,"RT @StLJewishLight ""Local teen’s suicide sheds light on tragedy of depression: On the surface, Michael Worth seemed like a happy-g...  ""..."
918,Reminder that depression is a permanent thing. Proof with my suicide attempt when I seemed fine this weekend. Never underestimate it.
919,oh my god I'm freaking out over school tomorrow I am so terrified of how many anxiety attacks I'm going to have
920,@PatrickStump well after that performance I'm terrified of a bad case of PCD... Post concert depression...
921,Would people be whiny jerks about delays if #wmata were honest and said man tried to commit suicide? It's tragic. Not  inconvenient #redline
